"","year","job","date","category","guest_name","Experience"
"878",2004,"american politician","2/4/04","Politician","Bob Dole",34
"879",2004,"Film actor","2/5/04","Acting","Noah Wyle",34
"880",2004,"journalist","2/9/04","Media","Charles Lewis",34
"881",2004,"television actress","3/1/04","Acting","Edie Falco",34
"882",2004,"comedian","3/10/04","Comedy","George Carlin",34
"883",2004,"Journalist","3/11/04","Media","Paula Zahn",34
"884",2004,"us senator","3/15/04","Politician","Sen. Charles Schumer",34
"885",2004,"television personality","3/16/04","Media","John Stossel",34
"886",2004,"actor","3/17/04","Acting","Mekhi Phifer",34
"887",2004,"actor","3/18/04","Acting","Ethan Hawke",34
"888",2004,"Journalist","3/2/04","Media","Mark Ebner",34
"889",2004,"Trumpeter","3/22/04","Musician","Wynton Marsalis",34
"890",2004,"actor","3/23/04","Acting","Tom Hanks",34
"891",2004,"actor","3/24/04","Acting","Jamie Foxx",34
"892",2004,"united states senator","3/25/04","Politician","Al Franken",34
"893",2004,"actress","3/29/04","Acting","Jennifer Beals",34
"894",2004,"former mayor of new york","3/3/04","Politician","Rudolph Giuliani",34
"895",2004,"Adviser","3/30/04","Consultant","Richard A. Clarke",34
"896",2004,"public official","3/31/04","Government","Karen Hughes",34
"897",2004,"actor","3/4/04","Acting","Willem Dafoe",34
"898",2004,"actor","3/8/04","Acting","Val Kilmer",34
"899",2004,"political figure","3/9/04","Politician","Ed Gillespie",34
"900",2004,"stunt perfomrer","4/1/04","Acting","Johnny Knoxville",34
"901",2004,"Singer-songwriter","4/19/04","Musician","Melissa Etheridge",34
"902",2004,"actor","4/20/04","Acting","Mark Ruffalo",34
"903",2004,"television host","4/21/04","Media","John Gibson",34
"904",2004,"author","4/22/04","Media","Arianna Huffington",34
"905",2004,"former governor of nebraska","4/26/04","Politician","Bob Kerrey",34
"906",2004,"actress","4/27/04","Acting","Rebecca Romijn",34
"907",2004,"journalist","4/28/04","Media","Fareed Zakaria",34
"908",2004,"journalist","4/29/04","Media","Bob Woodward",34
"909",2004,"comedian","4/5/04","Comedy","Jerry Seinfeld",34
"910",2004,"actor","4/6/04","Acting","Matthew Perry and Bruce Willis",34
"911",2004,"actor","4/6/04","Acting","Matthew Perry and Bruce Willis",34
"912",2004,"actor","4/7/04","Acting","Tim Robbins",34
"913",2004,"actor","4/8/04","Acting","Jason Bateman",34
"914",2004,"us senator","5/10/04","Politician","Sen. John McCain",34
"915",2004,"journalist","5/11/04","Media","Tim Russert",34
"916",2004,"American Political figure","5/12/04","Politician","Ken Mehlman",34
"917",2004,"Commentator","5/13/04","Media","William Kristol",34
"918",2004,"film actress","5/3/04","Acting","Janeane Garofalo",34
"919",2004,"diplomat","5/4/04","Government","Joseph C. Wilson",34
"920",2004,"basketball player","5/5/04","Athletics","Kareem Abdul-Jabbar",34
"921",2004,"actor","5/6/04","Acting","Andy Richter",34
"922",2004,"stand-up comedian","6/1/04","Comedy","David Cross",34
"923",2004,"actress","6/10/04","Acting","Jennifer Love Hewitt",34
"924",2004,"actor","6/14/04","Acting","Stanley Tucci",34
"925",2004,"physician","6/15/04","Science","Hassan Ibrahim",34
"926",2004,"Former United States Secretary of Labor","6/16/04","Politician","Robert Reich",34
"927",2004,"television presenter","6/17/04","Media","Graham Norton",34
"928",2004,"journalist","6/2/04","Media","Thomas Friedman",34
"929",2004,"Columnist","6/21/04","Media","Stephen F. Hayes",34
"930",2004,"actress","6/22/04","Acting","Ashley Judd",34
"931",2004,"actor","6/23/04","Acting","Kevin Kline",34
"932",2004,"Filmmaker","6/24/04","Media","Michael Moore",34
"933",2004,"Governor of Virginia","6/28/04","Politician","Terry McAuliffe",34
"934",2004,"author","6/29/04","Media","Edward Conlon",34
"935",2004,"Former Governor of New York","6/3/04","Politician","Mario Cuomo",34
"936",2004,"journalist","6/30/04","Media","Calvin Trillin",34
"937",2004,"author","6/7/04","Media","Donna Brazile",34
"938",2004,"commentator","6/8/04","Media","David Brooks",34
"939",2004,"Documentary Filmmaker","6/9/04","Media","Morgan Spurlock",34
"940",2004,"Journalist","7/12/04","Media","Wolf Blitzer",34
"941",2004,"Journalist","7/13/04","Media","Michael Isikoff",34
"942",2004,"Author","7/14/04","Media","Sarah Vowell",34
"943",2004,"actor","7/15/04","Acting","Sacha Baron Cohen",34
"944",2004,"former governor of new mexico","7/27/04","Politician","Gov. Bill Richardson",34
"945",2004,"us senator","7/28/04","Politician","Sen. Joe Biden",34
"946",2004,NA,"7/29/04",NA,"None",34
"947",2004,NA,"7/30/04",NA,"None",34
"948",2004,"activist","7/6/04","Advocacy","Ralph Nader (show hosted by Stephen Colbert)",34
"949",2004,"actor","7/7/04","Acting","Will Ferrell",34
"950",2004,"actress","7/8/04","Acting","Christina Applegate",34
"951",2004,"Columnist","8/10/04","Media","Maureen Dowd",34
"952",2004,"actor","8/11/04","Acting","Tom Cruise",34
"953",2004,"author","8/12/04","Media","Bryan Keefer",34
"954",2004,"Former American senator","8/17/04","Politician","Norm Coleman",34
"955",2004,"actor","8/18/04","Acting","Burt Reynolds",34
"956",2004,"actor","8/19/04","Acting","Seth Green",34
"957",2004,"us representative","8/2/04","Politician","Rep. Henry Bonilla",34
"958",2004,"musician","8/23/04","Musician","Robert Smith",34
"959",2004,"secretary of state","8/24/04","Politician","John Kerry",34
"960",2004,"political figure","8/25/04","Politician","Ed Gillespie",34
"961",2004,"Film director","8/3/04","Media","Spike Lee",34
"962",2004,"0","8/30/04",NA,"(None)",34
"963",2004,"Broadcaster","8/31/04","Media","Ted Koppel",34
"964",2004,"film actor","8/4/04","Acting","Aaron Eckhart",34
"965",2004,"actress","8/5/04","Acting","Natalie Portman",34
"966",2004,"us president","8/9/04","Politician","Bill Clinton",34
"967",2004,"assistant to the president for communications","9/1/04","Political Aide","Dan Bartlett",34
"968",2004,"actress","9/13/04","Acting","Drew Barrymore",34
"969",2004,"Former Assistant to the President for Communications","9/14/04","Political Aide","Pat Buchanan",34
"970",2004,"actor","9/15/04","Acting","Alec Baldwin",34
"971",2004,"actress","9/16/04","Acting","Gwyneth Paltrow",34
"972",2004,"us senator","9/2/04","Politician","Sen. John McCain",34
"973",2004,"adviser","9/21/04","Consultant","Richard Clarke",34
"974",2004,"former governor of montans","9/22/04","Politician","Gov. Marc Racicot",34
"975",2004,"actor","9/23/04","Acting","Matthew Broderick",34
"976",2004,"actress","9/27/04","Acting","Rosie Perez",34
"977",2004,"activist","9/28/04","Advocacy","Ralph Reed",34
"978",2004,"Journalist","9/29/04","Media","Seymour Hersh",34
"979",2004,"commentator","9/3/04","Media","Chris Matthews",34
"980",2004,"political figure","9/30/04","Politician","Wesley Clark",34
"981",2004,"former mayor of new york","9/30/04","Politician","Rudolph Giuliani",34
"982",2005,"lawyer","1/10/05","Misc","John Grisham",35
"983",2005,"actor","1/11/05","Acting","Samuel L. Jackson",35
"984",2005,"actor","1/12/05","Acting","Dennis Quaid",35
"985",2005,"actress","1/13/05","Acting","Annette Bening",35
"986",2005,"journalist","1/17/05","Media","Brian Ross",35
"987",2005,"writer","1/18/05","Media","Jim Wallis",35
"988",2005,"Historian","1/19/05","Academic","Michael Beschloss",35
"989",2005,"us senator","1/20/05","Politician","Sen. Joe Lieberman",35
"990",2005,"Political figure","1/24/05","Politician","Richard Viguerie",35
"991",2005,"Journalist","1/25/05","Media","Seymour Hersh",35
"992",2005,"actor","1/26/05","Acting","John Leguizamo",35
"993",2005,"former governor of new jersey","1/27/05","Politician","Christine Todd Whitman",35
"994",2005,"journalist","1/31/05","Media","Fareed Zakaria",35
"995",2005,"actor","1/4/05","Acting","Paul Giamatti",35
"996",2005,"actor","1/5/05","Acting","Don Cheadle",35
"997",2005,"historian","1/6/05","Academic","Howard Zinn",35
"998",2005,"singer-songwriter","10/17/05","Musician","Dolly Parton",35
"999",2005,"television host","10/18/05","Media","Bill O'Reilly",35
"1000",2005,"us assistant attorney","10/19/05","Government","Louis Freeh",35
"1001",2005,"actor","10/20/05","Acting","Dwayne The Rock"" Johnson""",35
"1002",2005,"Commentator","10/24/05","Media","William Kristol",35
"1003",2005,"united states senator","10/25/05","Politician","Al Franken",35
"1004",2005,"biographer","10/26/05","Media","Doris Kearns Goodwin",35
"1005",2005,"military officer","10/27/05","Military","Janis Karpinski",35
"1006",2005,"writer","10/3/05","Media","David Rakoff",35
"1007",2005,"actor","10/31/05","Acting","D.L. Hughley",35
"1008",2005,"actress","10/4/05","Acting","Cameron Diaz",35
"1009",2005,"us senator","10/5/05","Politician","Sen. John Edwards",35
"1010",2005,"actor","10/6/05","Acting","Philip Seymour Hoffman",35
"1011",2005,"us senator","11/1/05","Politician","Sen. Barbara Boxer",35
"1012",2005,"actor","11/10/05","Acting","Chris Elliott",35
"1013",2005,"Businesswoman","11/14/05","Business","Martha Stewart",35
"1014",2005,"actress","11/15/05","Acting","Rosario Dawson",35
"1015",2005,"author","11/16/05","Media","John Hodgman",35
"1016",2005,"adviser","11/17/05","Consultant","Richard Clarke",35
"1017",2005,"American football wide receiver","11/2/05","Athletics","Mike Wallace",35
"1018",2005,"actor","11/28/05","Acting","Adrien Brody",35
"1019",2005,"Author","11/29/05","Media","Peggy Noonan",35
"1020",2005,"lawyer","11/3/05","Misc","Robert Ray",35
"1021",2005,"former speaker of the the house","11/30/05","Politician","Rep. Nancy Pelosi",35
"1022",2005,"us senator","11/7/05","Politician","Sen. Barack Obama",35
"1023",2005,"us senator","11/8/05","Politician","Sen. John McCain",35
"1024",2005,"actress","11/9/05","Acting","Keira Knightley",35
"1025",2005,"Rock duo","12/1/05","Musician","The White Stripes",35
"1026",2005,"radio personality","12/13/05","Media","Howard Stern",35
"1027",2005,"Journalist","12/14/05","Media","Tom Brokaw",35
"1028",2005,"actress","12/15/05","Acting","Sarah Jessica Parker",35
"1029",2005,"former president","12/5/05","Politician","Jimmy Carter",35
"1030",2005,"actress","12/6/05","Acting","Michelle Yeoh",35
"1031",2005,"author","12/7/05","Media","David McCullough",35
"1032",2005,"writer","12/8/05","Media","Ken Auletta",35
"1033",2005,"Singer-songwriter","2/1/05","Musician","Paula Abdul",35
"1034",2005,"Writer","2/14/05","Media","Redmond O'Hanlon",35
"1035",2005,"comedian","2/15/05","Comedy","Eric Idle",35
"1036",2005,"actor","2/16/05","Acting","Alan Cumming",35
"1037",2005,"consultant","2/17/05","Political Aide","Mark P. Mills",35
"1038",2005,"journalist","2/2/05","Media","Anderson Cooper",35
"1039",2005,"Film actress","2/22/05","Acting","Rachel Weisz",35
"1040",2005,"Journalist","2/23/05","Media","Peter Jennings",35
"1041",2005,"actress","2/24/05","Acting","Christina Ricci",35
"1042",2005,"former governor of nebraska","2/28/05","Politician","Ben Nelson",35
"1043",2005,"journalist","2/3/05","Media","Joe Klein",35
"1044",2005,"foreign policy strategist","3/1/05","Academic","Nancy Soderberg",35
"1045",2005,"Economist","3/10/05","Academic","Paul Krugman",35
"1046",2005,"philosopher","3/14/05","Academic","Harry Frankfurt",35
"1047",2005,"Correspondent","3/15/05","Media","Tom Fenton",35
"1048",2005,"singer","3/16/05","Musician","Al Green",35
"1049",2005,"television host","3/17/05","Media","Craig Ferguson",35
"1050",2005,"actor","3/2/05","Acting","The Rock",35
"1051",2005,"actress","3/21/05","Acting","Sandra Bullock",35
"1052",2005,"actress","3/22/05","Acting","Catherine Keener",35
"1053",2005,"Singer","3/23/05","Musician","Ozzy Osbourne",35
"1054",2005,"Music Producer","3/24/05","Musician","RZA",35
"1055",2005,"former white house press secretary","3/3/05","Political Aide","Ari Fleischer",35
"1056",2005,"Film actress","3/7/05","Acting","Melissa Boyle Mahle",35
"1057",2005,"journalist","3/8/05","Media","Brian Williams",35
"1058",2005,"actor","3/9/05","Acting","Bruce Willis",35
"1059",2005,"columnist","4/11/05","Media","Byron York",35
"1060",2005,"american politician","4/12/05","Politician","Bob Dole",35
"1061",2005,"journalist","4/13/05","Media","John Avlon",35
"1062",2005,"actor","4/14/05","Acting","David Duchovny",35
"1063",2005,"Former United States Secretary of Labor","4/18/05","Politician","Robert Reich",35
"1064",2005,"Author","4/19/05","Media","Sarah Vowell",35
"1065",2005,"stand-up comedian","4/20/05","Comedy","Dennis Miller",35
"1066",2005,"Professor","4/21/05","Academic","Reza Aslan",35
"1067",2005,"attorney","4/25/05","Misc","Floyd Abrams",35
"1068",2005,"rapper","4/26/05","Musician","Ice Cube",35
"1069",2005,"author","4/27/05","Media","Christina Hoff Sommers",35
"1070",2005,"economist","4/28/05","Academic","Steven Levitt",35
"1071",2005,"Basketball player","4/4/05","Athletics","Reggie Miller",35
"1072",2005,"Journalist","4/5/05","Media","Thomas L. Friedman",35
"1073",2005,"actor","4/6/05","Acting","Matthew McConaughey",35
"1074",2005,"actress","4/7/05","Acting","Drew Barrymore",35
"1075",2005,"Comedian","5/10/05","Comedy","Wanda Sykes",35
"1076",2005,"television personality","5/11/05","Media","Al Roker",35
"1077",2005,"television actress","5/12/05","Acting","Tracey Ullman",35
"1078",2005,"Former United States Senator","5/2/05","Politician","Zell Miller",35
"1079",2005,"journalist","5/3/05","Media","Christiane Amanpour",35
"1080",2005,"journalist","5/31/05","Media","Gerald Posner",35
"1081",2005,"actor","5/4/05","Acting","Martin Short",35
"1082",2005,"Former Governor of Pennsylvania","5/5/05","Politician","Tom Ridge",35
"1083",2005,"film actress","5/9/05","Acting","Kathleen Turner",35
"1084",2005,"singer","6/1/05","Musician","Bo Bice",35
"1085",2005,"Scholar","6/13/05","Academic","Larry Diamond",35
"1086",2005,"actor","6/14/05","Acting","Will Ferrell",35
"1087",2005,"professor","6/15/05","Academic","Flynt Leverett",35
"1088",2005,"writer","6/16/05","Media","Kenneth Timmerman",35
"1089",2005,"actor","6/2/05","Acting","Russell Crowe",35
"1090",2005,"Musician","6/20/05","Musician","Ringo Starr",35
"1091",2005,"singer-songwriter","6/21/05","Musician","Dwight Yoakam",35
"1092",2005,"former white house press secretary","6/22/05","Political Aide","Bill Moyers",35
"1093",2005,"former governor of vermont","6/23/05","Politician","Howard Dean",35
"1094",2005,"author","6/27/05","Media","Hanna Rosin",35
"1095",2005,"Documentary Filmmaker","6/28/05","Media","Morgan Spurlock",35
"1096",2005,"Former U.S. Representative","6/6/05","Politician","Newt Gingrich",35
"1097",2005,"Author","6/7/05","Media","Steven Johnson",35
"1098",2005,"former us secretary of defense","6/8/05","Politician","Colin Powell",35
"1099",2005,"Journalist","6/9/05","Media","Matt Lauer",35
"1100",2005,"professor","7/11/05","Academic","Marci Hamilton",35
"1101",2005,"Author","7/12/05","Media","Matt Taibbi",35
"1102",2005,"writer","7/13/05","Media","Bernard Goldberg",35
"1103",2005,"Journalist","7/14/05","Media","Michael Isikoff",35
"1104",2005,"journalist","7/18/05","Media","Carl Bernstein",35
"1105",2005,"journalist","7/18/05","Media","Bob Woodward",35
"1106",2005,"actor","7/19/05","Acting","Billy Bob Thornton",35
"1107",2005,"radio host","7/20/05","Media","Robert F. Kennedy Jr.",35
"1108",2005,"journalist","7/21/05","Media","Fareed Zakaria",35
"1109",2005,"us senator","7/25/05","Politician","Sen. Rick Santorum",35
"1110",2005,"actress","7/26/05","Acting","Diane Lane",35
"1111",2005,"sportscaster","7/27/05","Media","Bob Costas",35
"1112",2005,"actress","7/28/05","Acting","Maggie Gyllenhaal",35
"1113",2005,"journalist","8/10/05","Media","John Hockenberry",35
"1114",2005,"rapper","8/11/05","Musician","Andrí© Benjamin",35
"1115",2005,"actor","8/15/05","Acting","Steve Carell",35
"1116",2005,"Journalist","8/16/05","Media","Seymour Hersh",35
"1117",2005,"novelist","8/17/05","Media","John Irving",35
"1118",2005,"author","8/18/05","Media","John H. Richardson, Jr.",35
"1119",2005,"us senator","8/2/05","Politician","Sen. Joe Biden",35
"1120",2005,"television host","8/22/05","Media","Chris Wallace",35
"1121",2005,"Film actress","8/23/05","Acting","Rachel Weisz",35
"1122",2005,"us senator","8/24/05","Politician","Sen. Trent Lott",35
"1123",2005,"author","8/25/05","Media","Christopher Hitchens",35
"1124",2005,"author","8/3/05","Media","John Crawford",35
"1125",2005,"Broadcaster","8/4/05","Media","Miles O'Brien",35
"1126",2005,"actor","8/8/05","Acting","Paul Rudd",35
"1127",2005,"actress","8/9/05","Acting","Kate Hudson",35
"1128",2005,"journalist","9/12/05","Media","Chris Mooney",35
"1129",2005,"Writer","9/13/05","Media","Kurt Vonnegut",35
"1130",2005,"historian","9/14/05","Academic","Dr. Edward J. Larson",35
"1131",2005,"mathematician","9/14/05","Academic","Dr. William A. Dembski",35
"1132",2005,"psychic","9/14/05","Misc","Ellie Crystal",35
"1133",2005,"actress","9/15/05","Acting","Gwyneth Paltrow",35
"1134",2005,"actor","9/20/05","Acting","Alan Alda",35
"1135",2005,"Comedian","9/21/05","Comedy","Ricky Gervais",35
"1136",2005,"actor","9/22/05","Acting","George Clooney",35
"1137",2005,"author","9/26/05","Media","Dr. Irwin Redlener",35
"1138",2005,"actor","9/27/05","Acting","Viggo Mortensen",35
"1139",2005,"comedian","9/28/05","Comedy","Jeff Garlin",35
"1140",2005,"us senator","9/29/05","Politician","Sen. Chuck Schumer",35
"1141",2005,"doctor","9/6/05","Science","Dr. Marc Siegel",35
"1142",2005,"actor","9/7/05","Acting","Samuel L. Jackson",35
"1143",2005,"journalist","9/8/05","Media","Brian Williams",35
"1144",2006,"actor","1/10/06","Acting","Albert Brooks",36
"1145",2006,"Broadcaster","1/11/06","Media","Peter Bergen",36
"1146",2006,"lawyer","1/12/06","Misc","Edward Lazarus",36
"1147",2006,"author","1/16/06","Media","Eugene Jarecki",36
"1148",2006,"diplomat","1/17/06","Government","L. Paul Bremer",36
"1149",2006,"lawyer","1/18/06","Misc","R. James Woolsey",36
"1150",2006,"actor","1/19/06","Acting","Josh Lucas",36
"1151",2006,"commentator","1/23/06","Media","Fred Barnes",36
"1152",2006,"Professor","1/24/06","Academic","Reza Aslan",36
"1153",2006,"actor","1/25/06","Acting","Anthony Hopkins",36
"1154",2006,"intellectual","1/26/06","Academic","Bernard-Henri Lí©vy",36
"1155",2006,"singer","1/30/06","Musician","Randy Jackson",36
"1156",2006,"basketball player","1/31/06","Athletics","Charles Barkley",36
"1157",2006,"journalist","1/4/06","Media","George Packer",36
"1158",2006,"actor","1/5/06","Acting","Pierce Brosnan",36
"1159",2006,"journalist","1/9/06","Media","James Risen",36
"1160",2006,"stand-up comedian","10/10/06","Comedy","David Cross",36
"1161",2006,"television personality","10/11/06","Media","Lou Dobbs",36
"1162",2006,"journalist","10/12/06","Media","David Mark",36
"1163",2006,"essayist","10/16/06","Media","Frank Rich",36
"1164",2006,"actress","10/17/06","Acting","Amy Sedaris",36
"1165",2006,"former governor of missouri","10/18/06","Politician","John Ashcroft",36
"1166",2006,"actress","10/19/06","Acting","Kirsten Dunst",36
"1167",2006,"Former United States Senator","10/2/06","Politician","Trent Lott",36
"1168",2006,"stand-up comedian","10/3/06","Comedy","Dennis Miller",36
"1169",2006,"basketball player","10/30/06","Athletics","LeBron James",36
"1170",2006,"political scientist","10/31/06","Consultant","John Mueller",36
"1171",2006,"political scientist","10/4/06","Consultant","Ian Bremmer",36
"1172",2006,"writer","10/5/06","Media","David Rakoff",36
"1173",2006,"former white house chief of staff","10/9/06","Politician","James Baker",36
"1174",2006,NA,"11/1/06",NA,"None",36
"1175",2006,"actress","11/13/06","Acting","Tina Fey",36
"1176",2006,"former american senator","11/14/06","Politician","John Edwards",36
"1177",2006,"Broadcaster","11/15/06","Media","Ted Koppel",36
"1178",2006,"Entrepreneur","11/16/06","Business","Muhammad Yunus",36
"1179",2006,"actor","11/2/06","Acting","Sacha Baron Cohen",36
"1180",2006,"Mayor of Chicago","11/27/06","Politician","Rahm Emanuel",36
"1181",2006,"Singer-songwriter","11/28/06","Musician","Tom Waits",36
"1182",2006,"actor","11/29/06","Acting","George Clooney",36
"1183",2006,"Rock duo","11/30/06","Musician","Tenacious D",36
"1184",2006,"comedian","11/6/06","Comedy","Jerry Seinfeld",36
"1185",2006,"journalist","11/7/06","Media","Dan Rather",36
"1186",2006,"former governor of vermont","11/8/06","Politician","Howard Dean",36
"1187",2006,"actor","11/9/06","Acting","Dustin Hoffman",36
"1188",2006,"former governor of rhode island","12/11/06","Politician","Lincoln Chafee",36
"1189",2006,"journalist","12/12/06","Media","Fareed Zakaria",36
"1190",2006,"Comedian","12/13/06","Comedy","Ricky Gervais",36
"1191",2006,"Journalist","12/14/06","Media","Rajiv Chandrasekaran",36
"1192",2006,"United States Secretary of Agriculture","12/18/06","Politician","Tom Vilsack",36
"1193",2006,"commentator","12/19/06","Media","Bill Kristol",36
"1194",2006,"actor","12/20/06","Acting","Ben Stiller",36
"1195",2006,"actor","12/4/06","Acting","Nathan Lane",36
"1196",2006,"former us senator","12/5/06","Politician","John Danforth",36
"1197",2006,"author","12/6/06","Media","Eve Herold",36
"1198",2006,"high-altitude mountaineer","12/7/06","Athletics","Ed Viesturs",36
"1199",2006,"Historian","2/1/06","Academic","Michael Beschloss",36
"1200",2006,"astronaut","2/13/06","Science","Astronaut Mike Mullane",36
"1201",2006,"Economist","2/14/06","Academic","Peter Tertzakian",36
"1202",2006,"actress","2/15/06","Acting","Julianne Moore",36
"1203",2006,"actor","2/16/06","Acting","Ed Harris",36
"1204",2006,"journalist","2/2/06","Media","Robert O'Harrow, Jr.",36
"1205",2006,"Author","2/21/06","Media","Sarah Vowell",36
"1206",2006,"actor","2/22/06","Acting","Matthew Fox",36
"1207",2006,"Film critic","2/23/06","Media","Roger Ebert",36
"1208",2006,"communications consultant","2/7/06","Political Aide","Torie Clarke",36
"1209",2006,"actor","2/8/06","Acting","Harrison Ford",36
"1210",2006,"actor","2/9/06","Acting","Will Arnett",36
"1211",2006,"author","3/13/06","Media","Eric Burns",36
"1212",2006,"scholar","3/14/06","Academic","Bart Ehrman",36
"1213",2006,"actress","3/15/06","Acting","Natalie Portman",36
"1214",2006,"actor","3/16/06","Acting","Vin Diesel",36
"1215",2006,"actor","3/20/06","Acting","Clive Owen",36
"1216",2006,"author","3/21/06","Media","Georges Sada",36
"1217",2006,"us senator","3/22/06","Politician","Senator Russ Feingold",36
"1218",2006,"Professor","3/23/06","Academic","Michael Mandelbaum",36
"1219",2006,"journalist","3/27/06","Media","Michael Gordon",36
"1220",2006,"journalist","3/28/06","Media","Fareed Zakaria",36
"1221",2006,"Singer","3/29/06","Musician","Queen Latifah",36
"1222",2006,"actress","3/30/06","Acting","Sharon Stone",36
"1223",2006,"author","3/7/06","Media","Eugene Linden",36
"1224",2006,"Singer-songwriter","3/8/06","Musician","Neil Young",36
"1225",2006,"historian","3/9/06","Academic","Bruce Bartlett",36
"1226",2006,"editor","4/17/06","Media","Jon Meacham",36
"1227",2006,"journalist","4/18/06","Media","Ryan Nerz",36
"1228",2006,"actor","4/19/06","Acting","Dennis Quaid",36
"1229",2006,"Former United States Senator","4/20/06","Politician","Ted Kennedy",36
"1230",2006,"israeli official","4/24/06","Government","Efraim Halevy",36
"1231",2006,"actor","4/25/06","Acting","Tom Selleck",36
"1232",2006,"Author","4/26/06","Media","Kimberley Strassel",36
"1233",2006,"actor","4/27/06","Acting","Robin Williams",36
"1234",2006,"Comedian","4/3/06","Comedy","Ricky Gervais",36
"1235",2006,"Author","4/4/06","Media","Studs Terkel",36
"1236",2006,"military","4/5/06","Military","Tony Zinni",36
"1237",2006,"actor","4/6/06","Acting","Josh Hartnett",36
"1238",2006,"Journalist","5/1/06","Media","Matthew Continetti",36
"1239",2006,"comedian","5/10/06","Comedy","Billy Connolly",36
"1240",2006,"political scientist","5/11/06","Consultant","Francis Fukuyama",36
"1241",2006,"former governor of vermont","5/15/06","Politician","Howard Dean",36
"1242",2006,"actor","5/16/06","Acting","Denis Leary",36
"1243",2006,"Columnist","5/17/06","Media","Ramesh Ponnuru",36
"1244",2006,"Singer-songwriter","5/18/06","Musician","Willie Nelson",36
"1245",2006,"Former United States Secretary of State","5/2/06","Politician","Madeleine Albright",36
"1246",2006,"inspector general of homeland security department","5/3/06","Government","Clark Kent Ervin",36
"1247",2006,"actor","5/4/06","Acting","John Malkovich",36
"1248",2006,"journalist","5/8/06","Media","David Remnick",36
"1249",2006,"reporter","5/9/06","Media","Eric Shawn",36
"1250",2006,"journalist","6/12/06","Media","Thomas Friedman",36
"1251",2006,"American Political figure","6/13/06","Politician","Ken Mehlman",36
"1252",2006,"journalist","6/14/06","Media","Tim Russert",36
"1253",2006,"comedian","6/15/06","Comedy","Louis C.K.",36
"1254",2006,"journalist","6/19/06","Media","Calvin Trillin",36
"1255",2006,"journalist","6/20/06","Media","Juliet Eilperin",36
"1256",2006,"journalist","6/21/06","Media","Anderson Cooper",36
"1257",2006,"actor","6/22/06","Acting","Adam Sandler",36
"1258",2006,"Professional Road Racing Cyclist","6/26/06","Athletics","Lance Armstrong",36
"1259",2006,"author","6/27/06","Media","Helen Thomas",36
"1260",2006,"former vice president","6/28/06","Politician","Al Gore",36
"1261",2006,"actor","6/29/06","Acting","Kevin Spacey",36
"1262",2006,"author","6/5/06","Media","Caroline Kennedy",36
"1263",2006,"former us secretary of education","6/6/06","Politician","William John Bennett",36
"1264",2006,"actress","6/7/06","Acting","Bonnie Hunt",36
"1265",2006,"actress","6/8/06","Acting","Lily Tomlin",36
"1266",2006,"telvision actor","7/10/06","Acting","Ilario Pantano",36
"1267",2006,"former white house counsel","7/11/06","Political Aide","John Dean",36
"1268",2006,"actor","7/12/06","Acting","Shawn Wayans",36
"1269",2006,"actor","7/13/06","Acting","Owen Wilson",36
"1270",2006,"lawyer","7/17/06","Misc","Gordon G. Chang",36
"1271",2006,"Film director","7/18/06","Media","M. Night Shyamalan",36
"1272",2006,"author","7/19/06","Media","James Maguire",36
"1273",2006,"actor","7/20/06","Acting","Paul Giamatti",36
"1274",2006,"us senator","7/24/06","Politician","John McCain",36
"1275",2006,"actor","7/25/06","Acting","Edward Burns",36
"1276",2006,"Journalist","7/26/06","Media","Sharon Weinberger",36
"1277",2006,"political expert","7/27/06","Consultant","Alon Ben-Meir",36
"1278",2006,"actor","7/31/06","Acting","Will Ferrell",36
"1279",2006,"Academic","8/1/06","Academic","Vali Nasr",36
"1280",2006,"race car driver","8/10/06","Athletics","Dale Earnhardt, Jr.",36
"1281",2006,"Journalist","8/14/06","Media","Thomas E. Ricks",36
"1282",2006,"actor","8/15/06","Acting","Samuel L. Jackson",36
"1283",2006,"Former Governor of New Jersey","8/16/06","Politician","Thomas Kean",36
"1284",2006,"actor","8/17/06","Acting","Matt Dillon",36
"1285",2006,"filmmaker","8/2/06","Media","Chris Paine",36
"1286",2006,"Professor","8/21/06","Academic","Reza Aslan",36
"1287",2006,"Former member of the United States Senate","8/22/06","Politician","William Cohen",36
"1288",2006,"author","8/23/06","Media","Frederick S. Lane",36
"1289",2006,"actor","8/24/06","Acting","Martin Short",36
"1290",2006,"actor","8/3/06","Acting","Danny DeVito",36
"1291",2006,"journalist","8/8/06","Media","Brian Williams",36
"1292",2006,"editor","8/9/06","Media","Craig Glenday",36
"1293",2006,"actress","9/11/06","Acting","Maggie Gyllenhaal",36
"1294",2006,"former us senator","9/12/06","Politician","Gary Hart",36
"1295",2006,"political figure","9/13/06","Politician","Ed Gillespie",36
"1296",2006,"Stand-up comedian","9/14/06","Comedy","Norm Macdonald",36
"1297",2006,"us president","9/18/06","Politician","Bill Clinton",36
"1298",2006,"actor","9/19/06","Acting","Ben Affleck",36
"1299",2006,"stunt perfomrer","9/20/06","Acting","Johnny Knoxville",36
"1300",2006,"documentarian","9/21/06","Media","CC Goldwater",36
"1301",2006,"Former Assistant to the President for Communications","9/25/06","Political Aide","Pat Buchanan",36
"1302",2006,"Former President of Pakistan","9/26/06","Politician","Pervez Musharraf",36
"1303",2006,"united states senator","9/27/06","Politician","Al Franken",36
